Table Name,Columns,Data Types,Constraints
production.workorderrouting,"['workorderid', 'scheduledenddate', 'scheduledstartdate', 'actualenddate', 'actualstartdate', 'actualresourcehrs', 'plannedcost', 'actualcost', 'operationsequence', 'productid', 'workorderid', 'locationid']","['integer', 'timestamp without time zone', 'timestamp without time zone', 'timestamp without time zone', 'timestamp without time zone', 'numeric(9,4)', 'numeric', 'numeric', 'smallint', 'integer', 'integer', 'smallint']","[('FK_WorkOrderRouting_WorkOrder_WorkOrderID', 'f'), ('CK_WorkOrderRouting_ScheduledEndDate', 'c'), ('CK_WorkOrderRouting_ScheduledEndDate', 'c'), ('CK_WorkOrderRouting_ActualEndDate', 'c'), ('CK_WorkOrderRouting_ActualEndDate', 'c'), ('CK_WorkOrderRouting_ActualResourceHrs', 'c'), ('CK_WorkOrderRouting_PlannedCost', 'c'), ('CK_WorkOrderRouting_ActualCost', 'c'), ('PK_WorkOrderRouting_WorkOrderID_ProductID_OperationSequence', 'p'), ('PK_WorkOrderRouting_WorkOrderID_ProductID_OperationSequence', 'p'), ('PK_WorkOrderRouting_WorkOrderID_ProductID_OperationSequence', 'p'), ('FK_WorkOrderRouting_Location_LocationID', 'f')]"
purchasing.productvendor,"['businessentityid', 'unitmeasurecode', 'maxorderqty', 'productid', 'productid', 'businessentityid', 'onorderqty', 'standardprice', 'lastreceiptcost', 'minorderqty', 'averageleadtime']","['integer', 'character(3)', 'integer', 'integer', 'integer', 'integer', 'integer', 'numeric', 'numeric', 'integer', 'integer']","[('FK_ProductVendor_Vendor_BusinessEntityID', 'f'), ('FK_ProductVendor_UnitMeasure_UnitMeasureCode', 'f'), ('CK_ProductVendor_MaxOrderQty', 'c'), ('FK_ProductVendor_Product_ProductID', 'f'), ('PK_ProductVendor_ProductID_BusinessEntityID', 'p'), ('PK_ProductVendor_ProductID_BusinessEntityID', 'p'), ('CK_ProductVendor_OnOrderQty', 'c'), ('CK_ProductVendor_StandardPrice', 'c'), ('CK_ProductVendor_LastReceiptCost', 'c'), ('CK_ProductVendor_MinOrderQty', 'c'), ('CK_ProductVendor_AverageLeadTime', 'c')]"
purchasing.purchaseorderdetail,"['receivedqty', 'unitprice', 'purchaseorderid', 'orderqty', 'purchaseorderid', 'purchaseorderdetailid', 'productid', 'rejectedqty']","['numeric(8,2)', 'numeric', 'integer', 'smallint', 'integer', 'integer', 'integer', 'numeric(8,2)']","[('CK_PurchaseOrderDetail_ReceivedQty', 'c'), ('CK_PurchaseOrderDetail_UnitPrice', 'c'), ('PK_PurchaseOrderDetail_PurchaseOrderID_PurchaseOrderDetailID', 'p'), ('CK_PurchaseOrderDetail_OrderQty', 'c'), ('FK_PurchaseOrderDetail_PurchaseOrderHeader_PurchaseOrderID', 'f'), ('PK_PurchaseOrderDetail_PurchaseOrderID_PurchaseOrderDetailID', 'p'), ('FK_PurchaseOrderDetail_Product_ProductID', 'f'), ('CK_PurchaseOrderDetail_RejectedQty', 'c')]"
purchasing.purchaseorderheader,"['purchaseorderid', 'shipmethodid', 'vendorid', 'employeeid', 'status', 'orderdate', 'shipdate', 'subtotal', 'taxamt', 'freight']","['integer', 'integer', 'integer', 'integer', 'smallint', 'timestamp without time zone', 'timestamp without time zone', 'numeric', 'numeric', 'numeric']","[('PK_PurchaseOrderHeader_PurchaseOrderID', 'p'), ('FK_PurchaseOrderHeader_ShipMethod_ShipMethodID', 'f'), ('FK_PurchaseOrderHeader_Vendor_VendorID', 'f'), ('FK_PurchaseOrderHeader_Employee_EmployeeID', 'f'), ('CK_PurchaseOrderHeader_Status', 'c'), ('CK_PurchaseOrderHeader_ShipDate', 'c'), ('CK_PurchaseOrderHeader_ShipDate', 'c'), ('CK_PurchaseOrderHeader_SubTotal', 'c'), ('CK_PurchaseOrderHeader_TaxAmt', 'c'), ('CK_PurchaseOrderHeader_Freight', 'c')]"
purchasing.shipmethod,"['shipbase', 'shipmethodid', 'shiprate']","['numeric', 'integer', 'numeric']","[('CK_ShipMethod_ShipBase', 'c'), ('PK_ShipMethod_ShipMethodID', 'p'), ('CK_ShipMethod_ShipRate', 'c')]"
purchasing.vendor,"['businessentityid', 'creditrating', 'businessentityid']","['integer', 'smallint', 'integer']","[('PK_Vendor_BusinessEntityID', 'p'), ('CK_Vendor_CreditRating', 'c'), ('FK_Vendor_BusinessEntity_BusinessEntityID', 'f')]"
sales.countryregioncurrency,"['countryregioncode', 'currencycode', 'countryregioncode', 'currencycode']","['character varying(3)', 'character(3)', 'character varying(3)', 'character(3)']","[('FK_CountryRegionCurrency_CountryRegion_CountryRegionCode', 'f'), ('FK_CountryRegionCurrency_Currency_CurrencyCode', 'f'), ('PK_CountryRegionCurrency_CountryRegionCode_CurrencyCode', 'p'), ('PK_CountryRegionCurrency_CountryRegionCode_CurrencyCode', 'p')]"
sales.creditcard,['creditcardid'],['integer'],"[('PK_CreditCard_CreditCardID', 'p')]"
sales.currency,['currencycode'],['character(3)'],"[('PK_Currency_CurrencyCode', 'p')]"
sales.currencyrate,"['tocurrencycode', 'fromcurrencycode', 'currencyrateid']","['character(3)', 'character(3)', 'integer']","[('FK_CurrencyRate_Currency_ToCurrencyCode', 'f'), ('FK_CurrencyRate_Currency_FromCurrencyCode', 'f'), ('PK_CurrencyRate_CurrencyRateID', 'p')]"
sales.customer,"['territoryid', 'personid', 'customerid', 'storeid']","['integer', 'integer', 'integer', 'integer']","[('FK_Customer_SalesTerritory_TerritoryID', 'f'), ('FK_Customer_Person_PersonID', 'f'), ('PK_Customer_CustomerID', 'p'), ('FK_Customer_Store_StoreID', 'f')]"
sales.personcreditcard,"['businessentityid', 'businessentityid', 'creditcardid', 'creditcardid']","['integer', 'integer', 'integer', 'integer']","[('PK_PersonCreditCard_BusinessEntityID_CreditCardID', 'p'), ('FK_PersonCreditCard_Person_BusinessEntityID', 'f'), ('FK_PersonCreditCard_CreditCard_CreditCardID', 'f'), ('PK_PersonCreditCard_BusinessEntityID_CreditCardID', 'p')]"
sales.salesorderdetail,"['productid', 'salesorderdetailid', 'salesorderid', 'unitpricediscount', 'unitprice', 'orderqty', 'salesorderid', 'specialofferid']","['integer', 'integer', 'integer', 'numeric', 'numeric', 'smallint', 'integer', 'integer']","[('FK_SalesOrderDetail_SpecialOfferProduct_SpecialOfferIDProductID', 'f'), ('PK_SalesOrderDetail_SalesOrderID_SalesOrderDetailID', 'p'), ('PK_SalesOrderDetail_SalesOrderID_SalesOrderDetailID', 'p'), ('CK_SalesOrderDetail_UnitPriceDiscount', 'c'), ('CK_SalesOrderDetail_UnitPrice', 'c'), ('CK_SalesOrderDetail_OrderQty', 'c'), ('FK_SalesOrderDetail_SalesOrderHeader_SalesOrderID', 'f'), ('FK_SalesOrderDetail_SpecialOfferProduct_SpecialOfferIDProductID', 'f')]"
sales.salesorderheader,"['currencyrateid', 'shiptoaddressid', 'billtoaddressid', 'salesorderid', 'shipmethodid', 'salespersonid', 'customerid', 'creditcardid', 'duedate', 'orderdate', 'status', 'orderdate', 'taxamt', 'freight', 'shipdate', 'subtotal', 'territoryid']","['integer', 'integer', 'integer', 'integer', 'integer', 'integer', 'integer', 'integer', 'timestamp without time zone', 'timestamp without time zone', 'smallint', 'timestamp without time zone', 'numeric', 'numeric', 'timestamp without time zone', 'numeric', 'integer']","[('FK_SalesOrderHeader_CurrencyRate_CurrencyRateID', 'f'), ('FK_SalesOrderHeader_Address_ShipToAddressID', 'f'), ('FK_SalesOrderHeader_Address_BillToAddressID', 'f'), ('PK_SalesOrderHeader_SalesOrderID', 'p'), ('FK_SalesOrderHeader_ShipMethod_ShipMethodID', 'f'), ('FK_SalesOrderHeader_SalesPerson_SalesPersonID', 'f'), ('FK_SalesOrderHeader_Customer_CustomerID', 'f'), ('FK_SalesOrderHeader_CreditCard_CreditCardID', 'f'), ('CK_SalesOrderHeader_DueDate', 'c'), ('CK_SalesOrderHeader_ShipDate', 'c'), ('CK_SalesOrderHeader_Status', 'c'), ('CK_SalesOrderHeader_DueDate', 'c'), ('CK_SalesOrderHeader_TaxAmt', 'c'), ('CK_SalesOrderHeader_Freight', 'c'), ('CK_SalesOrderHeader_ShipDate', 'c'), ('CK_SalesOrderHeader_SubTotal', 'c'), ('FK_SalesOrderHeader_SalesTerritory_TerritoryID', 'f')]"
sales.salesorderheadersalesreason,"['salesreasonid', 'salesorderid', 'salesreasonid', 'salesorderid']","['integer', 'integer', 'integer', 'integer']","[('PK_SalesOrderHeaderSalesReason_SalesOrderID_SalesReasonID', 'p'), ('FK_SalesOrderHeaderSalesReason_SalesOrderHeader_SalesOrderID', 'f'), ('FK_SalesOrderHeaderSalesReason_SalesReason_SalesReasonID', 'f'), ('PK_SalesOrderHeaderSalesReason_SalesOrderID_SalesReasonID', 'p')]"
sales.salesperson,"['bonus', 'salesquota', 'commissionpct', 'salesytd', 'saleslastyear', 'businessentityid', 'territoryid', 'businessentityid']","['numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'integer', 'integer', 'integer']","[('CK_SalesPerson_Bonus', 'c'), ('CK_SalesPerson_SalesQuota', 'c'), ('CK_SalesPerson_CommissionPct', 'c'), ('CK_SalesPerson_SalesYTD', 'c'), ('CK_SalesPerson_SalesLastYear', 'c'), ('FK_SalesPerson_Employee_BusinessEntityID', 'f'), ('FK_SalesPerson_SalesTerritory_TerritoryID', 'f'), ('PK_SalesPerson_BusinessEntityID', 'p')]"
sales.salespersonquotahistory,"['businessentityid', 'businessentityid', 'salesquota', 'quotadate']","['integer', 'integer', 'numeric', 'timestamp without time zone']","[('PK_SalesPersonQuotaHistory_BusinessEntityID_QuotaDate', 'p'), ('FK_SalesPersonQuotaHistory_SalesPerson_BusinessEntityID', 'f'), ('CK_SalesPersonQuotaHistory_SalesQuota', 'c'), ('PK_SalesPersonQuotaHistory_BusinessEntityID_QuotaDate', 'p')]"
sales.salesreason,['salesreasonid'],['integer'],"[('PK_SalesReason_SalesReasonID', 'p')]"
sales.salestaxrate,"['salestaxrateid', 'taxtype', 'stateprovinceid']","['integer', 'smallint', 'integer']","[('PK_SalesTaxRate_SalesTaxRateID', 'p'), ('CK_SalesTaxRate_TaxType', 'c'), ('FK_SalesTaxRate_StateProvince_StateProvinceID', 'f')]"
sales.salesterritory,"['costlastyear', 'saleslastyear', 'salesytd', 'countryregioncode', 'territoryid', 'costytd']","['numeric', 'numeric', 'numeric', 'character varying(3)', 'integer', 'numeric']","[('CK_SalesTerritory_CostLastYear', 'c'), ('CK_SalesTerritory_SalesLastYear', 'c'), ('CK_SalesTerritory_SalesYTD', 'c'), ('FK_SalesTerritory_CountryRegion_CountryRegionCode', 'f'), ('PK_SalesTerritory_TerritoryID', 'p'), ('CK_SalesTerritory_CostYTD', 'c')]"
sales.salesterritoryhistory,"['territoryid', 'startdate', 'startdate', 'enddate', 'businessentityid', 'territoryid', 'businessentityid']","['integer', 'timestamp without time zone', 'timestamp without time zone', 'timestamp without time zone', 'integer', 'integer', 'integer']","[('PK_SalesTerritoryHistory_BusinessEntityID_StartDate_TerritoryID', 'p'), ('PK_SalesTerritoryHistory_BusinessEntityID_StartDate_TerritoryID', 'p'), ('CK_SalesTerritoryHistory_EndDate', 'c'), ('CK_SalesTerritoryHistory_EndDate', 'c'), ('FK_SalesTerritoryHistory_SalesPerson_BusinessEntityID', 'f'), ('FK_SalesTerritoryHistory_SalesTerritory_TerritoryID', 'f'), ('PK_SalesTerritoryHistory_BusinessEntityID_StartDate_TerritoryID', 'p')]"
sales.shoppingcartitem,"['productid', 'shoppingcartitemid', 'quantity']","['integer', 'integer', 'integer']","[('FK_ShoppingCartItem_Product_ProductID', 'f'), ('PK_ShoppingCartItem_ShoppingCartItemID', 'p'), ('CK_ShoppingCartItem_Quantity', 'c')]"
sales.specialoffer,"['minqty', 'enddate', 'startdate', 'discountpct', 'maxqty', 'specialofferid']","['integer', 'timestamp without time zone', 'timestamp without time zone', 'numeric', 'integer', 'integer']","[('CK_SpecialOffer_MinQty', 'c'), ('CK_SpecialOffer_EndDate', 'c'), ('CK_SpecialOffer_EndDate', 'c'), ('CK_SpecialOffer_DiscountPct', 'c'), ('CK_SpecialOffer_MaxQty', 'c'), ('PK_SpecialOffer_SpecialOfferID', 'p')]"
sales.specialofferproduct,"['specialofferid', 'specialofferid', 'productid', 'productid']","['integer', 'integer', 'integer', 'integer']","[('FK_SpecialOfferProduct_SpecialOffer_SpecialOfferID', 'f'), ('PK_SpecialOfferProduct_SpecialOfferID_ProductID', 'p'), ('PK_SpecialOfferProduct_SpecialOfferID_ProductID', 'p'), ('FK_SpecialOfferProduct_Product_ProductID', 'f')]"
sales.store,"['businessentityid', 'businessentityid', 'salespersonid']","['integer', 'integer', 'integer']","[('PK_Store_BusinessEntityID', 'p'), ('FK_Store_BusinessEntity_BusinessEntityID', 'f'), ('FK_Store_SalesPerson_SalesPersonID', 'f')]"
