Table Name,Column Name,Data Type,Constraint Name,Constraint Type
purchasing.purchaseorderheader,shipdate,timestamp without time zone,CK_PurchaseOrderHeader_ShipDate,c
purchasing.purchaseorderheader,subtotal,numeric,CK_PurchaseOrderHeader_SubTotal,c
purchasing.purchaseorderheader,taxamt,numeric,CK_PurchaseOrderHeader_TaxAmt,c
purchasing.purchaseorderheader,freight,numeric,CK_PurchaseOrderHeader_Freight,c
purchasing.shipmethod,shipbase,numeric,CK_ShipMethod_ShipBase,c
purchasing.shipmethod,shipmethodid,integer,PK_ShipMethod_ShipMethodID,p
purchasing.shipmethod,shiprate,numeric,CK_ShipMethod_ShipRate,c
purchasing.vendor,businessentityid,integer,PK_Vendor_BusinessEntityID,p
purchasing.vendor,creditrating,smallint,CK_Vendor_CreditRating,c
purchasing.vendor,businessentityid,integer,FK_Vendor_BusinessEntity_BusinessEntityID,f
sales.countryregioncurrency,countryregioncode,character varying(3),FK_CountryRegionCurrency_CountryRegion_CountryRegionCode,f
sales.countryregioncurrency,currencycode,character(3),FK_CountryRegionCurrency_Currency_CurrencyCode,f
sales.countryregioncurrency,countryregioncode,character varying(3),PK_CountryRegionCurrency_CountryRegionCode_CurrencyCode,p
sales.countryregioncurrency,currencycode,character(3),PK_CountryRegionCurrency_CountryRegionCode_CurrencyCode,p
sales.creditcard,creditcardid,integer,PK_CreditCard_CreditCardID,p
sales.currency,currencycode,character(3),PK_Currency_CurrencyCode,p
sales.currencyrate,tocurrencycode,character(3),FK_CurrencyRate_Currency_ToCurrencyCode,f
sales.currencyrate,fromcurrencycode,character(3),FK_CurrencyRate_Currency_FromCurrencyCode,f
sales.currencyrate,currencyrateid,integer,PK_CurrencyRate_CurrencyRateID,p
sales.customer,territoryid,integer,FK_Customer_SalesTerritory_TerritoryID,f
sales.customer,personid,integer,FK_Customer_Person_PersonID,f
sales.customer,customerid,integer,PK_Customer_CustomerID,p
sales.customer,storeid,integer,FK_Customer_Store_StoreID,f
sales.personcreditcard,businessentityid,integer,PK_PersonCreditCard_BusinessEntityID_CreditCardID,p
sales.personcreditcard,businessentityid,integer,FK_PersonCreditCard_Person_BusinessEntityID,f
sales.personcreditcard,creditcardid,integer,FK_PersonCreditCard_CreditCard_CreditCardID,f
sales.personcreditcard,creditcardid,integer,PK_PersonCreditCard_BusinessEntityID_CreditCardID,p
sales.salesorderdetail,productid,integer,FK_SalesOrderDetail_SpecialOfferProduct_SpecialOfferIDProductID,f
sales.salesorderdetail,salesorderdetailid,integer,PK_SalesOrderDetail_SalesOrderID_SalesOrderDetailID,p
sales.salesorderdetail,salesorderid,integer,PK_SalesOrderDetail_SalesOrderID_SalesOrderDetailID,p
sales.salesorderdetail,unitpricediscount,numeric,CK_SalesOrderDetail_UnitPriceDiscount,c
sales.salesorderdetail,unitprice,numeric,CK_SalesOrderDetail_UnitPrice,c
sales.salesorderdetail,orderqty,smallint,CK_SalesOrderDetail_OrderQty,c
sales.salesorderdetail,salesorderid,integer,FK_SalesOrderDetail_SalesOrderHeader_SalesOrderID,f
sales.salesorderdetail,specialofferid,integer,FK_SalesOrderDetail_SpecialOfferProduct_SpecialOfferIDProductID,f
sales.salesorderheader,currencyrateid,integer,FK_SalesOrderHeader_CurrencyRate_CurrencyRateID,f
sales.salesorderheader,shiptoaddressid,integer,FK_SalesOrderHeader_Address_ShipToAddressID,f
sales.salesorderheader,billtoaddressid,integer,FK_SalesOrderHeader_Address_BillToAddressID,f
sales.salesorderheader,salesorderid,integer,PK_SalesOrderHeader_SalesOrderID,p
sales.salesorderheader,shipmethodid,integer,FK_SalesOrderHeader_ShipMethod_ShipMethodID,f
sales.salesorderheader,salespersonid,integer,FK_SalesOrderHeader_SalesPerson_SalesPersonID,f
sales.salesorderheader,customerid,integer,FK_SalesOrderHeader_Customer_CustomerID,f
sales.salesorderheader,creditcardid,integer,FK_SalesOrderHeader_CreditCard_CreditCardID,f
sales.salesorderheader,duedate,timestamp without time zone,CK_SalesOrderHeader_DueDate,c
sales.salesorderheader,orderdate,timestamp without time zone,CK_SalesOrderHeader_ShipDate,c
sales.salesorderheader,status,smallint,CK_SalesOrderHeader_Status,c
sales.salesorderheader,orderdate,timestamp without time zone,CK_SalesOrderHeader_DueDate,c
sales.salesorderheader,taxamt,numeric,CK_SalesOrderHeader_TaxAmt,c
sales.salesorderheader,freight,numeric,CK_SalesOrderHeader_Freight,c
sales.salesorderheader,shipdate,timestamp without time zone,CK_SalesOrderHeader_ShipDate,c
sales.salesorderheader,subtotal,numeric,CK_SalesOrderHeader_SubTotal,c
sales.salesorderheader,territoryid,integer,FK_SalesOrderHeader_SalesTerritory_TerritoryID,f
sales.salesorderheadersalesreason,salesreasonid,integer,PK_SalesOrderHeaderSalesReason_SalesOrderID_SalesReasonID,p
sales.salesorderheadersalesreason,salesorderid,integer,FK_SalesOrderHeaderSalesReason_SalesOrderHeader_SalesOrderID,f
sales.salesorderheadersalesreason,salesreasonid,integer,FK_SalesOrderHeaderSalesReason_SalesReason_SalesReasonID,f
sales.salesorderheadersalesreason,salesorderid,integer,PK_SalesOrderHeaderSalesReason_SalesOrderID_SalesReasonID,p
sales.salesperson,bonus,numeric,CK_SalesPerson_Bonus,c
sales.salesperson,salesquota,numeric,CK_SalesPerson_SalesQuota,c
sales.salesperson,commissionpct,numeric,CK_SalesPerson_CommissionPct,c
sales.salesperson,salesytd,numeric,CK_SalesPerson_SalesYTD,c
sales.salesperson,saleslastyear,numeric,CK_SalesPerson_SalesLastYear,c
sales.salesperson,businessentityid,integer,FK_SalesPerson_Employee_BusinessEntityID,f
sales.salesperson,territoryid,integer,FK_SalesPerson_SalesTerritory_TerritoryID,f
sales.salesperson,businessentityid,integer,PK_SalesPerson_BusinessEntityID,p
sales.salespersonquotahistory,businessentityid,integer,PK_SalesPersonQuotaHistory_BusinessEntityID_QuotaDate,p
sales.salespersonquotahistory,businessentityid,integer,FK_SalesPersonQuotaHistory_SalesPerson_BusinessEntityID,f
sales.salespersonquotahistory,salesquota,numeric,CK_SalesPersonQuotaHistory_SalesQuota,c
sales.salespersonquotahistory,quotadate,timestamp without time zone,PK_SalesPersonQuotaHistory_BusinessEntityID_QuotaDate,p
sales.salesreason,salesreasonid,integer,PK_SalesReason_SalesReasonID,p
sales.salestaxrate,salestaxrateid,integer,PK_SalesTaxRate_SalesTaxRateID,p
sales.salestaxrate,taxtype,smallint,CK_SalesTaxRate_TaxType,c
sales.salestaxrate,stateprovinceid,integer,FK_SalesTaxRate_StateProvince_StateProvinceID,f
sales.salesterritory,costlastyear,numeric,CK_SalesTerritory_CostLastYear,c
sales.salesterritory,saleslastyear,numeric,CK_SalesTerritory_SalesLastYear,c
sales.salesterritory,salesytd,numeric,CK_SalesTerritory_SalesYTD,c
sales.salesterritory,countryregioncode,character varying(3),FK_SalesTerritory_CountryRegion_CountryRegionCode,f
sales.salesterritory,territoryid,integer,PK_SalesTerritory_TerritoryID,p
sales.salesterritory,costytd,numeric,CK_SalesTerritory_CostYTD,c
sales.salesterritoryhistory,territoryid,integer,PK_SalesTerritoryHistory_BusinessEntityID_StartDate_TerritoryID,p
sales.salesterritoryhistory,startdate,timestamp without time zone,PK_SalesTerritoryHistory_BusinessEntityID_StartDate_TerritoryID,p
sales.salesterritoryhistory,startdate,timestamp without time zone,CK_SalesTerritoryHistory_EndDate,c
sales.salesterritoryhistory,enddate,timestamp without time zone,CK_SalesTerritoryHistory_EndDate,c
sales.salesterritoryhistory,businessentityid,integer,FK_SalesTerritoryHistory_SalesPerson_BusinessEntityID,f
sales.salesterritoryhistory,territoryid,integer,FK_SalesTerritoryHistory_SalesTerritory_TerritoryID,f
sales.salesterritoryhistory,businessentityid,integer,PK_SalesTerritoryHistory_BusinessEntityID_StartDate_TerritoryID,p
sales.shoppingcartitem,productid,integer,FK_ShoppingCartItem_Product_ProductID,f
sales.shoppingcartitem,shoppingcartitemid,integer,PK_ShoppingCartItem_ShoppingCartItemID,p
sales.shoppingcartitem,quantity,integer,CK_ShoppingCartItem_Quantity,c
sales.specialoffer,minqty,integer,CK_SpecialOffer_MinQty,c
sales.specialoffer,enddate,timestamp without time zone,CK_SpecialOffer_EndDate,c
sales.specialoffer,startdate,timestamp without time zone,CK_SpecialOffer_EndDate,c
sales.specialoffer,discountpct,numeric,CK_SpecialOffer_DiscountPct,c
sales.specialoffer,maxqty,integer,CK_SpecialOffer_MaxQty,c
sales.specialoffer,specialofferid,integer,PK_SpecialOffer_SpecialOfferID,p
sales.specialofferproduct,specialofferid,integer,FK_SpecialOfferProduct_SpecialOffer_SpecialOfferID,f
sales.specialofferproduct,specialofferid,integer,PK_SpecialOfferProduct_SpecialOfferID_ProductID,p
sales.specialofferproduct,productid,integer,PK_SpecialOfferProduct_SpecialOfferID_ProductID,p
sales.specialofferproduct,productid,integer,FK_SpecialOfferProduct_Product_ProductID,f
sales.store,businessentityid,integer,PK_Store_BusinessEntityID,p
sales.store,businessentityid,integer,FK_Store_BusinessEntity_BusinessEntityID,f
sales.store,salespersonid,integer,FK_Store_SalesPerson_SalesPersonID,f
