Table Schema,Table Name,Column Name,Data Type,Is Nullable,Constraint Type,Ordinal Position
production,productcosthistory,productid,integer,NO,PRIMARY KEY,1
production,productcosthistory,startdate,timestamp without time zone,NO,"CHECK, PRIMARY KEY",2
production,productcosthistory,enddate,timestamp without time zone,YES,CHECK,3
production,productcosthistory,standardcost,numeric,NO,CHECK,4
production,productcosthistory,modifieddate,timestamp without time zone,NO,,5
production,productdescription,productdescriptionid,integer,NO,PRIMARY KEY,1
production,productdescription,description,character varying,NO,,2
production,productdescription,rowguid,uuid,NO,,3
production,productdescription,modifieddate,timestamp without time zone,NO,,4
production,productdocument,productid,integer,NO,PRIMARY KEY,1
production,productdocument,modifieddate,timestamp without time zone,NO,,3
production,productdocument,documentnode,character varying,NO,PRIMARY KEY,4
production,productinventory,productid,integer,NO,PRIMARY KEY,1
production,productinventory,locationid,smallint,NO,PRIMARY KEY,2
production,productinventory,shelf,character varying,NO,,3
production,productinventory,bin,smallint,NO,CHECK,4
production,productinventory,quantity,smallint,NO,,5
production,productinventory,rowguid,uuid,NO,,6
production,productinventory,modifieddate,timestamp without time zone,NO,,7
production,productlistpricehistory,productid,integer,NO,PRIMARY KEY,1
production,productlistpricehistory,startdate,timestamp without time zone,NO,"CHECK, PRIMARY KEY",2
production,productlistpricehistory,enddate,timestamp without time zone,YES,CHECK,3
production,productlistpricehistory,listprice,numeric,NO,CHECK,4
production,productlistpricehistory,modifieddate,timestamp without time zone,NO,,5
production,productmodel,productmodelid,integer,NO,PRIMARY KEY,1
production,productmodel,name,character varying,NO,,2
production,productmodel,catalogdescription,xml,YES,,3
production,productmodel,instructions,xml,YES,,4
production,productmodel,rowguid,uuid,NO,,5
production,productmodel,modifieddate,timestamp without time zone,NO,,6
production,productmodelillustration,productmodelid,integer,NO,PRIMARY KEY,1
production,productmodelillustration,illustrationid,integer,NO,PRIMARY KEY,2
production,productmodelillustration,modifieddate,timestamp without time zone,NO,,3
production,productmodelproductdescriptionculture,productmodelid,integer,NO,PRIMARY KEY,1
production,productmodelproductdescriptionculture,productdescriptionid,integer,NO,PRIMARY KEY,2
production,productmodelproductdescriptionculture,cultureid,character,NO,PRIMARY KEY,3
production,productmodelproductdescriptionculture,modifieddate,timestamp without time zone,NO,,4
production,productphoto,productphotoid,integer,NO,PRIMARY KEY,1
production,productphoto,thumbnailphoto,bytea,YES,,2
production,productphoto,thumbnailphotofilename,character varying,YES,,3
production,productphoto,largephoto,bytea,YES,,4
production,productphoto,largephotofilename,character varying,YES,,5
production,productphoto,modifieddate,timestamp without time zone,NO,,6
production,productproductphoto,productid,integer,NO,PRIMARY KEY,1
production,productproductphoto,productphotoid,integer,NO,PRIMARY KEY,2
production,productproductphoto,primary,boolean,NO,,3
production,productproductphoto,modifieddate,timestamp without time zone,NO,,4
production,productreview,productreviewid,integer,NO,PRIMARY KEY,1
production,productreview,productid,integer,NO,,2
production,productreview,reviewername,character varying,NO,,3
production,productreview,reviewdate,timestamp without time zone,NO,,4
production,productreview,emailaddress,character varying,NO,,5
production,productreview,rating,integer,NO,CHECK,6
production,productreview,comments,character varying,YES,,7
production,productreview,modifieddate,timestamp without time zone,NO,,8
production,productsubcategory,productsubcategoryid,integer,NO,PRIMARY KEY,1
production,productsubcategory,productcategoryid,integer,NO,,2
production,productsubcategory,name,character varying,NO,,3
production,productsubcategory,rowguid,uuid,NO,,4
production,productsubcategory,modifieddate,timestamp without time zone,NO,,5
production,scrapreason,scrapreasonid,integer,NO,PRIMARY KEY,1
production,scrapreason,name,character varying,NO,,2
production,scrapreason,modifieddate,timestamp without time zone,NO,,3
production,transactionhistory,transactionid,integer,NO,PRIMARY KEY,1
production,transactionhistory,productid,integer,NO,,2
production,transactionhistory,referenceorderid,integer,NO,,3
production,transactionhistory,referenceorderlineid,integer,NO,,4
production,transactionhistory,transactiondate,timestamp without time zone,NO,,5
production,transactionhistory,transactiontype,character,NO,CHECK,6
production,transactionhistory,quantity,integer,NO,,7
production,transactionhistory,actualcost,numeric,NO,,8
production,transactionhistory,modifieddate,timestamp without time zone,NO,,9
production,transactionhistoryarchive,transactionid,integer,NO,PRIMARY KEY,1
production,transactionhistoryarchive,productid,integer,NO,,2
production,transactionhistoryarchive,referenceorderid,integer,NO,,3
production,transactionhistoryarchive,referenceorderlineid,integer,NO,,4
production,transactionhistoryarchive,transactiondate,timestamp without time zone,NO,,5
production,transactionhistoryarchive,transactiontype,character,NO,CHECK,6
production,transactionhistoryarchive,quantity,integer,NO,,7
production,transactionhistoryarchive,actualcost,numeric,NO,,8
production,transactionhistoryarchive,modifieddate,timestamp without time zone,NO,,9
production,unitmeasure,unitmeasurecode,character,NO,PRIMARY KEY,1
production,unitmeasure,name,character varying,NO,,2
production,unitmeasure,modifieddate,timestamp without time zone,NO,,3
production,vproductmodelcatalogdescription,productmodelid,integer,YES,,1
production,vproductmodelcatalogdescription,name,character varying,YES,,2
production,vproductmodelcatalogdescription,Summary,character varying,YES,,3
production,vproductmodelcatalogdescription,manufacturer,character varying,YES,,4
production,vproductmodelcatalogdescription,copyright,character varying,YES,,5
production,vproductmodelcatalogdescription,producturl,character varying,YES,,6
production,vproductmodelcatalogdescription,warrantyperiod,character varying,YES,,7
production,vproductmodelcatalogdescription,warrantydescription,character varying,YES,,8
production,vproductmodelcatalogdescription,noofyears,character varying,YES,,9
production,vproductmodelcatalogdescription,maintenancedescription,character varying,YES,,10
production,vproductmodelcatalogdescription,wheel,character varying,YES,,11
production,vproductmodelcatalogdescription,saddle,character varying,YES,,12
production,vproductmodelcatalogdescription,pedal,character varying,YES,,13
production,vproductmodelcatalogdescription,bikeframe,character varying,YES,,14
production,vproductmodelcatalogdescription,crankset,character varying,YES,,15
production,vproductmodelcatalogdescription,pictureangle,character varying,YES,,16
production,vproductmodelcatalogdescription,picturesize,character varying,YES,,17
production,vproductmodelcatalogdescription,productphotoid,character varying,YES,,18
production,vproductmodelcatalogdescription,material,character varying,YES,,19
production,vproductmodelcatalogdescription,color,character varying,YES,,20
production,vproductmodelcatalogdescription,productline,character varying,YES,,21
production,vproductmodelcatalogdescription,style,character varying,YES,,22
production,vproductmodelcatalogdescription,riderexperience,character varying,YES,,23
production,vproductmodelcatalogdescription,rowguid,uuid,YES,,24
production,vproductmodelcatalogdescription,modifieddate,timestamp without time zone,YES,,25
production,vproductmodelinstructions,productmodelid,integer,YES,,1
production,vproductmodelinstructions,name,character varying,YES,,2
production,vproductmodelinstructions,instructions,character varying,YES,,3
production,vproductmodelinstructions,LocationID,integer,YES,,4
production,vproductmodelinstructions,SetupHours,numeric,YES,,5
production,vproductmodelinstructions,MachineHours,numeric,YES,,6
production,vproductmodelinstructions,LaborHours,numeric,YES,,7
production,vproductmodelinstructions,LotSize,integer,YES,,8
production,vproductmodelinstructions,Step,character varying,YES,,9
production,vproductmodelinstructions,rowguid,uuid,YES,,10
production,vproductmodelinstructions,modifieddate,timestamp without time zone,YES,,11
production,workorder,workorderid,integer,NO,PRIMARY KEY,1
production,workorder,productid,integer,NO,,2
production,workorder,orderqty,integer,NO,CHECK,3
production,workorder,scrappedqty,smallint,NO,CHECK,5
production,workorder,startdate,timestamp without time zone,NO,CHECK,6
production,workorder,enddate,timestamp without time zone,YES,CHECK,7
production,workorder,duedate,timestamp without time zone,NO,,8
production,workorder,scrapreasonid,smallint,YES,,9
production,workorder,modifieddate,timestamp without time zone,NO,,10
production,workorderrouting,workorderid,integer,NO,PRIMARY KEY,1
production,workorderrouting,productid,integer,NO,PRIMARY KEY,2
production,workorderrouting,operationsequence,smallint,NO,PRIMARY KEY,3
production,workorderrouting,locationid,smallint,NO,,4
production,workorderrouting,scheduledstartdate,timestamp without time zone,NO,CHECK,5
production,workorderrouting,scheduledenddate,timestamp without time zone,NO,CHECK,6
production,workorderrouting,actualstartdate,timestamp without time zone,YES,CHECK,7
production,workorderrouting,actualenddate,timestamp without time zone,YES,CHECK,8
production,workorderrouting,actualresourcehrs,numeric,YES,CHECK,9
production,workorderrouting,plannedcost,numeric,NO,CHECK,10
production,workorderrouting,actualcost,numeric,YES,CHECK,11
production,workorderrouting,modifieddate,timestamp without time zone,NO,,12
pu,pod,id,integer,YES,,1
pu,pod,purchaseorderid,integer,YES,,2
pu,pod,purchaseorderdetailid,integer,YES,,3
pu,pod,duedate,timestamp without time zone,YES,,4
pu,pod,orderqty,smallint,YES,,5
pu,pod,productid,integer,YES,,6
pu,pod,unitprice,numeric,YES,,7
pu,pod,receivedqty,numeric,YES,,8
pu,pod,rejectedqty,numeric,YES,,9
pu,pod,modifieddate,timestamp without time zone,YES,,10
pu,poh,id,integer,YES,,1
pu,poh,purchaseorderid,integer,YES,,2
pu,poh,revisionnumber,smallint,YES,,3
pu,poh,status,smallint,YES,,4
pu,poh,employeeid,integer,YES,,5
pu,poh,vendorid,integer,YES,,6
pu,poh,shipmethodid,integer,YES,,7
pu,poh,orderdate,timestamp without time zone,YES,,8
pu,poh,shipdate,timestamp without time zone,YES,,9
pu,poh,subtotal,numeric,YES,,10
pu,poh,taxamt,numeric,YES,,11
pu,poh,freight,numeric,YES,,12
pu,poh,modifieddate,timestamp without time zone,YES,,13
pu,pv,id,integer,YES,,1
pu,pv,productid,integer,YES,,2
pu,pv,businessentityid,integer,YES,,3
pu,pv,averageleadtime,integer,YES,,4
pu,pv,standardprice,numeric,YES,,5
pu,pv,lastreceiptcost,numeric,YES,,6
pu,pv,lastreceiptdate,timestamp without time zone,YES,,7
pu,pv,minorderqty,integer,YES,,8
pu,pv,maxorderqty,integer,YES,,9
pu,pv,onorderqty,integer,YES,,10
pu,pv,unitmeasurecode,character,YES,,11
pu,pv,modifieddate,timestamp without time zone,YES,,12
pu,sm,id,integer,YES,,1
pu,sm,shipmethodid,integer,YES,,2
pu,sm,name,character varying,YES,,3
pu,sm,shipbase,numeric,YES,,4
pu,sm,shiprate,numeric,YES,,5
pu,sm,rowguid,uuid,YES,,6
pu,sm,modifieddate,timestamp without time zone,YES,,7
pu,v,id,integer,YES,,1
pu,v,businessentityid,integer,YES,,2
pu,v,accountnumber,character varying,YES,,3
pu,v,name,character varying,YES,,4
pu,v,creditrating,smallint,YES,,5
pu,v,preferredvendorstatus,boolean,NO,,6
pu,v,activeflag,boolean,NO,,7
pu,v,purchasingwebserviceurl,character varying,YES,,8
pu,v,modifieddate,timestamp without time zone,YES,,9
purchasing,productvendor,productid,integer,NO,PRIMARY KEY,1
purchasing,productvendor,businessentityid,integer,NO,PRIMARY KEY,2
purchasing,productvendor,averageleadtime,integer,NO,CHECK,3
purchasing,productvendor,standardprice,numeric,NO,CHECK,4
purchasing,productvendor,lastreceiptcost,numeric,YES,CHECK,5
purchasing,productvendor,lastreceiptdate,timestamp without time zone,YES,,6
purchasing,productvendor,minorderqty,integer,NO,CHECK,7
purchasing,productvendor,maxorderqty,integer,NO,CHECK,8
purchasing,productvendor,onorderqty,integer,YES,CHECK,9
purchasing,productvendor,unitmeasurecode,character,NO,,10
purchasing,productvendor,modifieddate,timestamp without time zone,NO,,11
purchasing,purchaseorderdetail,purchaseorderid,integer,NO,PRIMARY KEY,1
purchasing,purchaseorderdetail,purchaseorderdetailid,integer,NO,PRIMARY KEY,2
purchasing,purchaseorderdetail,duedate,timestamp without time zone,NO,,3
purchasing,purchaseorderdetail,orderqty,smallint,NO,CHECK,4
purchasing,purchaseorderdetail,productid,integer,NO,,5
purchasing,purchaseorderdetail,unitprice,numeric,NO,CHECK,6
purchasing,purchaseorderdetail,receivedqty,numeric,NO,CHECK,8
purchasing,purchaseorderdetail,rejectedqty,numeric,NO,CHECK,9
purchasing,purchaseorderdetail,modifieddate,timestamp without time zone,NO,,11
purchasing,purchaseorderheader,purchaseorderid,integer,NO,PRIMARY KEY,1
purchasing,purchaseorderheader,revisionnumber,smallint,NO,,2
purchasing,purchaseorderheader,status,smallint,NO,CHECK,3
purchasing,purchaseorderheader,employeeid,integer,NO,,4
purchasing,purchaseorderheader,vendorid,integer,NO,,5
purchasing,purchaseorderheader,shipmethodid,integer,NO,,6
purchasing,purchaseorderheader,orderdate,timestamp without time zone,NO,CHECK,7
purchasing,purchaseorderheader,shipdate,timestamp without time zone,YES,CHECK,8
purchasing,purchaseorderheader,subtotal,numeric,NO,CHECK,9
purchasing,purchaseorderheader,taxamt,numeric,NO,CHECK,10
purchasing,purchaseorderheader,freight,numeric,NO,CHECK,11
purchasing,purchaseorderheader,modifieddate,timestamp without time zone,NO,,13
purchasing,shipmethod,shipmethodid,integer,NO,PRIMARY KEY,1
purchasing,shipmethod,name,character varying,NO,,2
purchasing,shipmethod,shipbase,numeric,NO,CHECK,3
purchasing,shipmethod,shiprate,numeric,NO,CHECK,4
purchasing,shipmethod,rowguid,uuid,NO,,5
purchasing,shipmethod,modifieddate,timestamp without time zone,NO,,6
purchasing,vendor,businessentityid,integer,NO,PRIMARY KEY,1
purchasing,vendor,accountnumber,character varying,NO,,2
purchasing,vendor,name,character varying,NO,,3
purchasing,vendor,creditrating,smallint,NO,CHECK,4
purchasing,vendor,preferredvendorstatus,boolean,NO,,5
purchasing,vendor,activeflag,boolean,NO,,6
purchasing,vendor,purchasingwebserviceurl,character varying,YES,,7
purchasing,vendor,modifieddate,timestamp without time zone,NO,,8
purchasing,vvendorwithaddresses,businessentityid,integer,YES,,1
purchasing,vvendorwithaddresses,name,character varying,YES,,2
purchasing,vvendorwithaddresses,addresstype,character varying,YES,,3
purchasing,vvendorwithaddresses,addressline1,character varying,YES,,4
purchasing,vvendorwithaddresses,addressline2,character varying,YES,,5
purchasing,vvendorwithaddresses,city,character varying,YES,,6
purchasing,vvendorwithaddresses,stateprovincename,character varying,YES,,7
purchasing,vvendorwithaddresses,postalcode,character varying,YES,,8
purchasing,vvendorwithaddresses,countryregionname,character varying,YES,,9
purchasing,vvendorwithcontacts,businessentityid,integer,YES,,1
purchasing,vvendorwithcontacts,name,character varying,YES,,2
purchasing,vvendorwithcontacts,contacttype,character varying,YES,,3
purchasing,vvendorwithcontacts,title,character varying,YES,,4
purchasing,vvendorwithcontacts,firstname,character varying,YES,,5
purchasing,vvendorwithcontacts,middlename,character varying,YES,,6
purchasing,vvendorwithcontacts,lastname,character varying,YES,,7
purchasing,vvendorwithcontacts,suffix,character varying,YES,,8
purchasing,vvendorwithcontacts,phonenumber,character varying,YES,,9
purchasing,vvendorwithcontacts,phonenumbertype,character varying,YES,,10
purchasing,vvendorwithcontacts,emailaddress,character varying,YES,,11
purchasing,vvendorwithcontacts,emailpromotion,integer,YES,,12
sa,c,id,integer,YES,,1
sa,c,customerid,integer,YES,,2
sa,c,personid,integer,YES,,3
sa,c,storeid,integer,YES,,4
sa,c,territoryid,integer,YES,,5
sa,c,rowguid,uuid,YES,,6
sa,c,modifieddate,timestamp without time zone,YES,,7
sa,cc,id,integer,YES,,1
sa,cc,creditcardid,integer,YES,,2
sa,cc,cardtype,character varying,YES,,3
sa,cc,cardnumber,character varying,YES,,4
sa,cc,expmonth,smallint,YES,,5
sa,cc,expyear,smallint,YES,,6
sa,cc,modifieddate,timestamp without time zone,YES,,7
sa,cr,currencyrateid,integer,YES,,1
sa,cr,currencyratedate,timestamp without time zone,YES,,2
sa,cr,fromcurrencycode,character,YES,,3
sa,cr,tocurrencycode,character,YES,,4
sa,cr,averagerate,numeric,YES,,5
sa,cr,endofdayrate,numeric,YES,,6
sa,cr,modifieddate,timestamp without time zone,YES,,7
sa,crc,countryregioncode,character varying,YES,,1
sa,crc,currencycode,character,YES,,2
sa,crc,modifieddate,timestamp without time zone,YES,,3
sa,cu,id,character,YES,,1
sa,cu,currencycode,character,YES,,2
sa,cu,name,character varying,YES,,3
sa,cu,modifieddate,timestamp without time zone,YES,,4
sa,pcc,id,integer,YES,,1
sa,pcc,businessentityid,integer,YES,,2
sa,pcc,creditcardid,integer,YES,,3
sa,pcc,modifieddate,timestamp without time zone,YES,,4
sa,s,id,integer,YES,,1
sa,s,businessentityid,integer,YES,,2
sa,s,name,character varying,YES,,3
sa,s,salespersonid,integer,YES,,4
sa,s,demographics,xml,YES,,5
sa,s,rowguid,uuid,YES,,6
sa,s,modifieddate,timestamp without time zone,YES,,7
sa,sci,id,integer,YES,,1
sa,sci,shoppingcartitemid,integer,YES,,2
sa,sci,shoppingcartid,character varying,YES,,3
sa,sci,quantity,integer,YES,,4
sa,sci,productid,integer,YES,,5
sa,sci,datecreated,timestamp without time zone,YES,,6
sa,sci,modifieddate,timestamp without time zone,YES,,7
sa,so,id,integer,YES,,1
sa,so,specialofferid,integer,YES,,2
sa,so,description,character varying,YES,,3
sa,so,discountpct,numeric,YES,,4
sa,so,type,character varying,YES,,5
sa,so,category,character varying,YES,,6
sa,so,startdate,timestamp without time zone,YES,,7
sa,so,enddate,timestamp without time zone,YES,,8
sa,so,minqty,integer,YES,,9
sa,so,maxqty,integer,YES,,10
sa,so,rowguid,uuid,YES,,11
sa,so,modifieddate,timestamp without time zone,YES,,12
sa,sod,id,integer,YES,,1
sa,sod,salesorderid,integer,YES,,2
sa,sod,salesorderdetailid,integer,YES,,3
sa,sod,carriertrackingnumber,character varying,YES,,4
sa,sod,orderqty,smallint,YES,,5
sa,sod,productid,integer,YES,,6
sa,sod,specialofferid,integer,YES,,7
sa,sod,unitprice,numeric,YES,,8
sa,sod,unitpricediscount,numeric,YES,,9
sa,sod,rowguid,uuid,YES,,10
sa,sod,modifieddate,timestamp without time zone,YES,,11
sa,soh,id,integer,YES,,1
sa,soh,salesorderid,integer,YES,,2
sa,soh,revisionnumber,smallint,YES,,3
sa,soh,orderdate,timestamp without time zone,YES,,4
sa,soh,duedate,timestamp without time zone,YES,,5
sa,soh,shipdate,timestamp without time zone,YES,,6
sa,soh,status,smallint,YES,,7
sa,soh,onlineorderflag,boolean,NO,,8
sa,soh,purchaseordernumber,character varying,YES,,9
sa,soh,accountnumber,character varying,YES,,10
sa,soh,customerid,integer,YES,,11
sa,soh,salespersonid,integer,YES,,12
sa,soh,territoryid,integer,YES,,13
sa,soh,billtoaddressid,integer,YES,,14
sa,soh,shiptoaddressid,integer,YES,,15
sa,soh,shipmethodid,integer,YES,,16
sa,soh,creditcardid,integer,YES,,17
sa,soh,creditcardapprovalcode,character varying,YES,,18
sa,soh,currencyrateid,integer,YES,,19
sa,soh,subtotal,numeric,YES,,20
sa,soh,taxamt,numeric,YES,,21
sa,soh,freight,numeric,YES,,22
sa,soh,totaldue,numeric,YES,,23
sa,soh,comment,character varying,YES,,24
sa,soh,rowguid,uuid,YES,,25
sa,soh,modifieddate,timestamp without time zone,YES,,26
sa,sohsr,salesorderid,integer,YES,,1
sa,sohsr,salesreasonid,integer,YES,,2
sa,sohsr,modifieddate,timestamp without time zone,YES,,3
sa,sop,id,integer,YES,,1
sa,sop,specialofferid,integer,YES,,2
sa,sop,productid,integer,YES,,3
sa,sop,rowguid,uuid,YES,,4
sa,sop,modifieddate,timestamp without time zone,YES,,5
sa,sp,id,integer,YES,,1
sa,sp,businessentityid,integer,YES,,2
sa,sp,territoryid,integer,YES,,3
sa,sp,salesquota,numeric,YES,,4
sa,sp,bonus,numeric,YES,,5
sa,sp,commissionpct,numeric,YES,,6
sa,sp,salesytd,numeric,YES,,7
sa,sp,saleslastyear,numeric,YES,,8
sa,sp,rowguid,uuid,YES,,9
sa,sp,modifieddate,timestamp without time zone,YES,,10
sa,spqh,id,integer,YES,,1
sa,spqh,businessentityid,integer,YES,,2
sa,spqh,quotadate,timestamp without time zone,YES,,3
sa,spqh,salesquota,numeric,YES,,4
sa,spqh,rowguid,uuid,YES,,5
sa,spqh,modifieddate,timestamp without time zone,YES,,6
sa,sr,id,integer,YES,,1
sa,sr,salesreasonid,integer,YES,,2
sa,sr,name,character varying,YES,,3
sa,sr,reasontype,character varying,YES,,4
sa,sr,modifieddate,timestamp without time zone,YES,,5
sa,st,id,integer,YES,,1
sa,st,territoryid,integer,YES,,2
sa,st,name,character varying,YES,,3
sa,st,countryregioncode,character varying,YES,,4
sa,st,group,character varying,YES,,5
sa,st,salesytd,numeric,YES,,6
sa,st,saleslastyear,numeric,YES,,7
sa,st,costytd,numeric,YES,,8
sa,st,costlastyear,numeric,YES,,9
sa,st,rowguid,uuid,YES,,10
sa,st,modifieddate,timestamp without time zone,YES,,11
sa,sth,id,integer,YES,,1
sa,sth,businessentityid,integer,YES,,2
sa,sth,territoryid,integer,YES,,3
sa,sth,startdate,timestamp without time zone,YES,,4
sa,sth,enddate,timestamp without time zone,YES,,5
sa,sth,rowguid,uuid,YES,,6
sa,sth,modifieddate,timestamp without time zone,YES,,7
sa,tr,id,integer,YES,,1
sa,tr,salestaxrateid,integer,YES,,2
sa,tr,stateprovinceid,integer,YES,,3
sa,tr,taxtype,smallint,YES,,4
sa,tr,taxrate,numeric,YES,,5
sa,tr,name,character varying,YES,,6
sa,tr,rowguid,uuid,YES,,7
sa,tr,modifieddate,timestamp without time zone,YES,,8
sales,countryregioncurrency,countryregioncode,character varying,NO,PRIMARY KEY,1
sales,countryregioncurrency,currencycode,character,NO,PRIMARY KEY,2
sales,countryregioncurrency,modifieddate,timestamp without time zone,NO,,3
sales,creditcard,creditcardid,integer,NO,PRIMARY KEY,1
sales,creditcard,cardtype,character varying,NO,,2
sales,creditcard,cardnumber,character varying,NO,,3
sales,creditcard,expmonth,smallint,NO,,4
sales,creditcard,expyear,smallint,NO,,5
sales,creditcard,modifieddate,timestamp without time zone,NO,,6
sales,currency,currencycode,character,NO,PRIMARY KEY,1
sales,currency,name,character varying,NO,,2
sales,currency,modifieddate,timestamp without time zone,NO,,3
sales,currencyrate,currencyrateid,integer,NO,PRIMARY KEY,1
sales,currencyrate,currencyratedate,timestamp without time zone,NO,,2
sales,currencyrate,fromcurrencycode,character,NO,,3
sales,currencyrate,tocurrencycode,character,NO,,4
sales,currencyrate,averagerate,numeric,NO,,5
sales,currencyrate,endofdayrate,numeric,NO,,6
sales,currencyrate,modifieddate,timestamp without time zone,NO,,7
sales,customer,customerid,integer,NO,PRIMARY KEY,1
sales,customer,personid,integer,YES,,2
sales,customer,storeid,integer,YES,,3
sales,customer,territoryid,integer,YES,,4
sales,customer,rowguid,uuid,NO,,6
sales,customer,modifieddate,timestamp without time zone,NO,,7
sales,personcreditcard,businessentityid,integer,NO,PRIMARY KEY,1
sales,personcreditcard,creditcardid,integer,NO,PRIMARY KEY,2
sales,personcreditcard,modifieddate,timestamp without time zone,NO,,3
sales,salesorderdetail,salesorderid,integer,NO,PRIMARY KEY,1
sales,salesorderdetail,salesorderdetailid,integer,NO,PRIMARY KEY,2
sales,salesorderdetail,carriertrackingnumber,character varying,YES,,3
sales,salesorderdetail,orderqty,smallint,NO,CHECK,4
sales,salesorderdetail,productid,integer,NO,,5
sales,salesorderdetail,specialofferid,integer,NO,,6
sales,salesorderdetail,unitprice,numeric,NO,CHECK,7
sales,salesorderdetail,unitpricediscount,numeric,NO,CHECK,8
sales,salesorderdetail,rowguid,uuid,NO,,10
sales,salesorderdetail,modifieddate,timestamp without time zone,NO,,11
sales,salesorderheader,salesorderid,integer,NO,PRIMARY KEY,1
sales,salesorderheader,revisionnumber,smallint,NO,,2
sales,salesorderheader,orderdate,timestamp without time zone,NO,CHECK,3
sales,salesorderheader,duedate,timestamp without time zone,NO,CHECK,4
sales,salesorderheader,shipdate,timestamp without time zone,YES,CHECK,5
sales,salesorderheader,status,smallint,NO,CHECK,6
sales,salesorderheader,onlineorderflag,boolean,NO,,7
sales,salesorderheader,purchaseordernumber,character varying,YES,,9
sales,salesorderheader,accountnumber,character varying,YES,,10
sales,salesorderheader,customerid,integer,NO,,11
sales,salesorderheader,salespersonid,integer,YES,,12
sales,salesorderheader,territoryid,integer,YES,,13
sales,salesorderheader,billtoaddressid,integer,NO,,14
sales,salesorderheader,shiptoaddressid,integer,NO,,15
sales,salesorderheader,shipmethodid,integer,NO,,16
sales,salesorderheader,creditcardid,integer,YES,,17
sales,salesorderheader,creditcardapprovalcode,character varying,YES,,18
sales,salesorderheader,currencyrateid,integer,YES,,19
sales,salesorderheader,subtotal,numeric,NO,CHECK,20
sales,salesorderheader,taxamt,numeric,NO,CHECK,21
sales,salesorderheader,freight,numeric,NO,CHECK,22
sales,salesorderheader,totaldue,numeric,YES,,23
sales,salesorderheader,comment,character varying,YES,,24
sales,salesorderheader,rowguid,uuid,NO,,25
sales,salesorderheader,modifieddate,timestamp without time zone,NO,,26
sales,salesorderheadersalesreason,salesorderid,integer,NO,PRIMARY KEY,1
sales,salesorderheadersalesreason,salesreasonid,integer,NO,PRIMARY KEY,2
sales,salesorderheadersalesreason,modifieddate,timestamp without time zone,NO,,3
sales,salesperson,businessentityid,integer,NO,PRIMARY KEY,1
sales,salesperson,territoryid,integer,YES,,2
sales,salesperson,salesquota,numeric,YES,CHECK,3
sales,salesperson,bonus,numeric,NO,CHECK,4
sales,salesperson,commissionpct,numeric,NO,CHECK,5
sales,salesperson,salesytd,numeric,NO,CHECK,6
sales,salesperson,saleslastyear,numeric,NO,CHECK,7
sales,salesperson,rowguid,uuid,NO,,8
sales,salesperson,modifieddate,timestamp without time zone,NO,,9
sales,salespersonquotahistory,businessentityid,integer,NO,PRIMARY KEY,1
sales,salespersonquotahistory,quotadate,timestamp without time zone,NO,PRIMARY KEY,2
sales,salespersonquotahistory,salesquota,numeric,NO,CHECK,3
sales,salespersonquotahistory,rowguid,uuid,NO,,4
sales,salespersonquotahistory,modifieddate,timestamp without time zone,NO,,5
sales,salesreason,salesreasonid,integer,NO,PRIMARY KEY,1
sales,salesreason,name,character varying,NO,,2
sales,salesreason,reasontype,character varying,NO,,3
sales,salesreason,modifieddate,timestamp without time zone,NO,,4
sales,salestaxrate,salestaxrateid,integer,NO,PRIMARY KEY,1
sales,salestaxrate,stateprovinceid,integer,NO,,2
sales,salestaxrate,taxtype,smallint,NO,CHECK,3
sales,salestaxrate,taxrate,numeric,NO,,4
sales,salestaxrate,name,character varying,NO,,5
sales,salestaxrate,rowguid,uuid,NO,,6
sales,salestaxrate,modifieddate,timestamp without time zone,NO,,7
sales,salesterritory,territoryid,integer,NO,PRIMARY KEY,1
sales,salesterritory,name,character varying,NO,,2
sales,salesterritory,countryregioncode,character varying,NO,,3
sales,salesterritory,group,character varying,NO,,4
sales,salesterritory,salesytd,numeric,NO,CHECK,5
sales,salesterritory,saleslastyear,numeric,NO,CHECK,6
sales,salesterritory,costytd,numeric,NO,CHECK,7
sales,salesterritory,costlastyear,numeric,NO,CHECK,8
sales,salesterritory,rowguid,uuid,NO,,9
sales,salesterritory,modifieddate,timestamp without time zone,NO,,10
sales,salesterritoryhistory,businessentityid,integer,NO,PRIMARY KEY,1
sales,salesterritoryhistory,territoryid,integer,NO,PRIMARY KEY,2
sales,salesterritoryhistory,startdate,timestamp without time zone,NO,"CHECK, PRIMARY KEY",3
sales,salesterritoryhistory,enddate,timestamp without time zone,YES,CHECK,4
sales,salesterritoryhistory,rowguid,uuid,NO,,5
sales,salesterritoryhistory,modifieddate,timestamp without time zone,NO,,6
sales,shoppingcartitem,shoppingcartitemid,integer,NO,PRIMARY KEY,1
sales,shoppingcartitem,shoppingcartid,character varying,NO,,2
sales,shoppingcartitem,quantity,integer,NO,CHECK,3
sales,shoppingcartitem,productid,integer,NO,,4
sales,shoppingcartitem,datecreated,timestamp without time zone,NO,,5
sales,shoppingcartitem,modifieddate,timestamp without time zone,NO,,6
sales,specialoffer,specialofferid,integer,NO,PRIMARY KEY,1
sales,specialoffer,description,character varying,NO,,2
sales,specialoffer,discountpct,numeric,NO,CHECK,3
sales,specialoffer,type,character varying,NO,,4
sales,specialoffer,category,character varying,NO,,5
sales,specialoffer,startdate,timestamp without time zone,NO,CHECK,6
sales,specialoffer,enddate,timestamp without time zone,NO,CHECK,7
